date,forecast,forecast_lower,forecast_upper,category,type
2023-04-15,76421.62453292157,56632.68990048445,98058.16946931621,Total,Actual
2023-04-16,76556.68649297791,56813.64733755877,96544.77228213735,Total,Actual
2023-04-17,79545.0645128262,59956.29366406383,99160.48854844389,Total,Actual
2023-04-18,73692.50266973895,53366.71071926169,93999.48403259841,Total,Actual
2023-04-19,78148.73446344443,57175.32907316714,98584.99360824034,Total,Actual
2023-04-20,78368.73221237406,57249.517166416605,99475.35866975538,Total,Actual
2023-04-21,76284.28726180206,55277.04410992564,97382.22277861621,Total,Actual
2023-04-22,76436.1347640317,55041.05265492691,95688.7899070843,Total,Actual
2023-04-23,76571.22197411448,55562.440994740704,96223.90246921852,Total,Actual
2023-04-24,79560.16697452008,59076.98369138127,100358.43404371836,Total,Actual
2023-04-25,73706.49353210986,54187.67059680988,94009.30501795255,Total,Actual
2023-04-26,78163.57090677519,57659.38010241417,97474.92480394867,Total,Actual
2023-04-27,78383.60996553392,56761.32336133447,99528.48086090983,Total,Actual
2023-04-28,76298.7688534107,55443.32576964641,95663.98404647614,Total,Actual
2023-04-29,76450.64473672747,55576.287141453955,98213.02284998361,Total,Actual
2023-04-30,76585.75714465618,57657.69021111613,97920.64430091587,Total,Actual
2023-05-01,79575.2690597058,59712.08279624826,100633.0928924921,Total,Actual
2023-05-02,73720.4840955093,54074.39422470303,93532.84429923963,Total,Actual
2023-05-03,78178.40708592138,56279.1315946999,97369.44942768248,Total,Actual
2023-05-04,78398.39895239298,58365.91276461237,99383.30243622171,Total,Actual
2023-05-05,76313.07789695374,57540.04890521661,97031.59980434405,Total,Actual
2023-05-06,76464.8955084086,56046.33003270579,98488.8129722912,Total,Actual
2023-05-07,76599.94619870804,57393.350766585616,97448.11753969746,Total,Actual
2023-05-08,79589.92169044532,57868.86518010134,99996.44581527218,Total,Actual
2023-05-09,73733.97500968572,53579.718524100215,94683.82026708707,Total,Actual
2023-05-10,78192.62510796406,58269.5874726706,97590.49446042854,Total,Actual
2023-05-11,78412.65661312085,58048.90054942013,98596.5715557636,Total,Actual
2023-05-12,76326.95590522644,54697.59800933534,97144.06384289221,Total,Actual
2023-05-13,76478.80071228453,55884.24515678543,95756.99844291569,Total,Actual
2023-05-14,76613.87554758003,56831.488514887555,97107.49235309473,Total,Actual
2023-05-15,79604.39432243514,59173.36959922344,99608.73255226061,Total,Actual
2023-05-16,73747.38239773648,53886.88196417491,94028.12643735213,Total,Actual
2023-05-17,78206.842810247,56822.36627377691,98117.01181907539,Total,Actual
2023-05-18,78426.9138997651,57773.907845428286,98540.57936183203,Total,Actual
2023-05-19,76340.8336013904,55903.9942710687,97282.04139766272,Total,Actual
2023-05-20,76492.70565556358,55130.83745174856,97171.51554035257,Total,Actual
2023-05-21,76627.80464201183,55392.919576348846,96276.60561127789,Total,Actual
2023-05-22,79618.8666968974,59409.96086494091,99106.1617369215,Total,Actual
2023-05-23,73760.78955356477,53992.31559737054,94056.22622789649,Total,Actual
2023-05-24,78221.0602730336,56653.41306939978,99621.37239167093,Total,Actual
2023-05-25,78441.1709529917,59007.70157026667,98111.64025867799,Total,Actual
2023-05-26,76354.71102490905,58265.051744764,97742.35161120357,Total,Actual
2023-05-27,76506.61028012341,55711.18264004624,96214.98709583971,Total,Actual
2023-05-28,76641.7334627619,56067.47301796658,97326.73222735238,Total,Actual
2023-05-29,79633.33883440557,58748.70322174327,100538.44414981613,Total,Actual
2023-05-30,73774.14361642215,53391.548155890036,93941.53553311006,Total,Actual
2023-05-31,78235.16536453388,58009.40868285442,98392.94584411645,Total,Actual
2023-06-01,78455.25909610212,57876.250967265645,97686.05080333873,Total,Actual
2023-06-02,76368.36930683574,56670.44401005972,96703.42800790275,Total,Actual
2023-06-03,76520.24049680306,56233.0555959999,96801.58721591013,Total,Actual
2023-06-04,76655.33242105423,58021.91619000005,98316.69673089929,Total,Actual
2023-06-05,79647.41112106071,58427.0166757727,100377.3289687899,Total,Actual
2023-06-06,73787.1801750288,54403.661691504676,95064.63818698181,Total,Actual
2023-06-07,78248.98987679723,57233.08567634455,98108.1758963051,Total,Actual
2023-06-08,78469.12214973678,57458.613751335215,99205.9542813058,Total,Actual
2023-06-09,76381.863265895,56704.27609284681,97467.84001822959,Total,Actual
2023-06-10,76533.76094929776,56452.65405224245,96749.45703920144,Total,Actual
2023-06-11,76668.87640097273,56408.779930770135,98282.68042777988,Total,Actual
2023-06-12,79661.48340611882,58256.239397410645,100623.02052471295,Total,Actual
2023-06-13,73800.21673191512,53166.857989809614,93533.03917843958,Total,Actual
2023-06-14,78262.81438749286,58038.350042154794,98408.93465484386,Total,Actual
2023-06-15,78482.9852020369,59214.75834522341,98503.42692016583,Total,Actual
2023-06-16,76395.35722565812,57760.90901258996,97318.25395381474,Total,Actual
2023-06-17,76547.28140445548,57008.761536475155,96571.52603400205,Total,Actual
2023-06-18,76682.42038554154,58591.100404816825,97016.21320631274,Total,Actual
2023-06-19,79675.55569805257,57595.818940266254,100017.88331428409,Total,Actual
2023-06-20,73813.25329706876,52438.20805585962,93960.25980357827,Total,Actual
2023-06-21,78276.63890871815,59362.568025504035,99692.2408302602,Total,Actual
2023-06-22,78496.84826665877,59317.17659899152,98972.44224281756,Total,Actual
2023-06-23,76408.85119569022,56460.78569641422,98171.95876363279,Total,Actual
2023-06-24,76560.80186819809,56507.88740803211,97380.12612690193,Total,Actual
2023-06-25,76695.96437984494,57236.850118540875,97393.07739276548,Total,Actual
2023-06-26,79689.62800130008,58342.61746725636,100358.03372716362,Total,Actual
2023-06-27,73826.28987380107,54524.27136212254,94235.69227981009,Total,Actual
2023-06-28,78290.46344338734,57976.20488906064,99750.86286582286,Total,Actual
2023-06-29,78510.71134593301,57931.60303154552,100567.44358181606,Total,Actual
2023-06-30,76422.34518281341,56423.87123793929,97772.48371434017,Total,Actual
2023-07-01,76574.32235194916,56387.93225801845,96239.38807759596,Total,Actual
2023-07-02,76709.50839133491,54706.3391682496,97432.47284603807,Total,Actual
2023-07-03,79703.69970937587,59275.40414144208,99638.18653128545,Total,Actual
2023-07-04,73839.32533127475,55354.9505983954,93576.2012707867,Total,Actual
2023-07-05,78304.28618892921,57481.058092901876,98564.89037003652,Total,Actual
2023-07-06,78524.5720272044,58685.10429431577,99085.4793390213,Total,Actual
2023-07-07,76435.83624798573,56223.18856388477,96661.6623005981,Total,Actual
2023-07-08,76587.83931900814,57765.52290467715,96138.80370016785,Total,Actual
2023-07-09,76723.04829288514,56279.17989862579,96685.03564769369,Total,Actual
2023-07-10,79717.76775723216,61148.68452669403,99250.82847857384,Total,Actual
2023-07-11,73852.35796307054,53089.876396543805,94687.43328018177,Total,Actual
2023-07-12,78318.10653750718,58987.75386969167,99650.5956287567,Total,Actual
2023-07-13,78538.43090601504,58081.146304004804,99979.13726281049,Total,Actual
2023-07-14,76449.32614385054,57740.628990014084,96195.33930503778,Total,Actual
2023-07-15,76601.35570079906,57216.90097724721,96790.97197158814,Total,Actual
2023-07-16,76736.58819549411,53975.80739974002,97460.66092107691,Total,Actual
2023-07-17,79731.83580641785,58302.23431952585,99719.13762993603,Total,Actual
2023-07-18,73865.39059629291,54649.338421852386,94827.91776753204,Total,Actual
2023-07-19,78331.92688737698,57639.86583722143,97915.12984328826,Total,Actual
2023-07-20,78552.28978591465,57848.975023633284,97250.16548449839,Total,Actual
2023-07-21,76462.81602400236,55461.81127098218,95675.33844267612,Total,Actual
2023-07-22,76614.87205003473,55693.15482827694,96382.04536866643,Total,Actual
2023-07-23,76750.12804859832,57796.28368723422,96392.7965951739,Total,Actual
2023-07-24,79745.90378669447,59926.916002408645,100224.34857218308,Total,Actual
2023-07-25,73878.42314945468,53737.354050970804,93119.21225853206,Total,Actual
2023-07-26,78345.74713538385,58243.94103925786,100441.65606814377,Total,Actual
2023-07-27,78566.14854660447,57186.09223268783,99454.09445177388,Total,Actual
2023-07-28,76476.30580469231,55984.45677265674,97192.51696905859,Total,Actual
2023-07-29,76628.38827520328,55969.85174499069,94709.7600938631,Total,Actual
2023-07-30,76763.66775302586,58627.56918028963,96835.91233433502,Total,Actual
2023-07-31,79759.97158705769,58369.20372328863,98855.48534895644,Total,Actual
2023-08-01,73891.45551242198,55052.37706124799,93566.90779004694,Total,Actual
2023-08-02,78359.56715673672,58038.352565538284,98121.23693925397,Total,Actual
2023-08-03,78580.00705503189,57792.34470909607,98391.0320996058,Total,Actual
2023-08-04,76489.79529889661,55626.530200988585,96968.15213938522,Total,Actual
2023-08-05,76641.90425433051,55079.78045026419,96298.50870464055,Total,Actual
2023-08-06,76777.20725205324,57130.23199148373,98133.52293578633,Total,Actual
2023-08-07,79774.03921786587,60188.453910166594,98495.66989416262,Total,Actual
2023-08-08,73904.48775894941,53832.94132606248,95130.99858709448,Total,Actual
2023-08-09,78373.38709769862,59195.987677712896,99820.56032922599,Total,Actual
2023-08-10,78593.86552602043,59365.36963695623,98802.0829118335,Total,Actual
2023-08-11,76503.28479872589,58425.773247126475,97938.36407128486,Total,Actual
2023-08-12,76655.42024022534,57263.69922299063,98052.05294943298,Total,Actual
2023-08-13,76790.74675899584,56524.45766588336,96613.90649665483,Total,Actual
2023-08-14,79788.10685573133,59853.50104447192,100907.6273924587,Total,Actual
2023-08-15,73917.5200109269,53619.56140981773,94540.96968887461,Total,Actual
2023-08-16,78387.20704327559,58751.73525296955,99802.1686550609,Total,Actual
2023-08-17,78607.72400048403,58702.12989277092,99718.16422009247,Total,Actual
2023-08-18,76516.77430082292,55578.54867336054,95962.1736664528,Total,Actual
2023-08-19,76668.93622726064,56272.43679558388,97631.30219227663,Total,Actual
2023-08-20,76804.28626593617,57361.6691893148,98211.1199450118,Total,Actual
2023-08-21,79802.17449359449,57693.21826888641,101129.24565328266,Total,Actual
2023-08-22,73930.55226290082,53376.124748046226,95761.30378928283,Total,Actual
2023-08-23,78401.02698887109,57803.089682818754,98896.3001768988,Total,Actual
2023-08-24,78621.58247495984,59520.947978880875,98645.90618774745,Total,Actual
2023-08-25,76530.26380289448,56257.83590334643,97827.71638019073,Total,Actual
2023-08-26,76682.45221430046,57670.11638308022,97203.05656136468,Total,Actual
2023-08-27,76817.82577287217,56576.23531427457,96236.06796141925,Total,Actual
2023-08-28,79816.24213145765,59631.0142523036,100497.48812043763,Total,Actual
2023-08-29,73943.58451487018,53838.01361945913,94640.1147661246,Total,Actual
2023-08-30,78414.84693445731,58877.42843794893,99692.57407104509,Total,Actual
2023-08-31,78635.44094942496,58167.16436310064,99122.75153114171,Total,Actual
2023-09-01,76543.75330499151,56425.2754912023,97975.65298510836,Total,Actual
2023-09-02,76695.96820133575,56678.99720035122,97088.06711000437,Total,Actual
2023-09-03,76831.36527982137,56763.99763551221,96990.75792404088,Total,Actual
2023-09-04,79830.30976932198,60601.96044881123,100208.69038314528,Total,Actual
2023-09-05,73956.61676685221,53766.530220657325,93898.84097289524,Total,Actual
2023-09-06,78428.66688004359,58803.97747318422,99886.04206895598,Total,Actual
2023-09-07,78649.29942391299,57219.568524516515,97695.09018551321,Total,Actual
2023-09-08,76557.24280708852,55392.99126628322,96962.18245997878,Total,Actual
2023-09-09,76709.48418836032,57357.77320343392,98417.1910036673,Total,Actual
2023-09-10,76844.90478676396,56105.43996859056,97570.18062141152,Total,Actual
2023-09-11,79844.37740719557,59541.95118346106,101590.57032332952,Total,Actual
2023-09-12,73969.6490188216,54504.16432122447,95449.0440904187,Total,Actual
2023-09-13,78442.4868256298,58141.74598540134,97816.01895087938,Total,Actual
2023-09-14,78663.15789837656,56324.32204131778,98800.08423150923,Total,Actual
2023-09-15,76570.73230917282,57699.524074725814,96918.74872039747,Total,Actual
2023-09-16,76723.0001753894,56470.53218563933,96413.14671005832,Total,Actual
2023-09-17,76858.44429370655,56851.42833659304,96739.46583197417,Total,Actual
2023-09-18,79858.44504506105,58759.37520106584,100690.0783728254,Total,Actual
2023-09-19,73982.68127079998,54522.190479193865,94001.01149113274,Total,Actual
2023-09-20,78456.30677122534,57621.92717773366,98192.89168681914,Total,Actual
2023-09-21,78677.01637285242,58125.21387526871,98236.9180531051,Total,Actual
2023-09-22,76584.22181126972,55394.333794451886,99124.60323033722,Total,Actual
2023-09-23,76736.51616241397,56518.12803250029,96900.01407718993,Total,Actual
2023-09-24,76871.98380064916,57413.6482493614,97217.02876180495,Total,Actual
2023-09-25,79872.51268292422,60893.866611328005,101539.33321624094,Total,Actual
2023-09-26,73995.71352276937,52308.46830529234,94275.59203476172,Total,Actual
2023-09-27,78470.12671679846,58205.86642898968,97746.91348208032,Total,Actual
2023-09-28,78690.87484732823,58132.33696212443,100009.91943728895,Total,Actual
2023-09-29,76597.71131334123,55433.52118988548,98484.13782178947,Total,Actual
2023-09-30,76750.03214946,57366.67276150147,98075.32168810266,Total,Actual
2023-10-01,76885.52330759836,56196.393636712426,96121.452478707,Total,Forecast
2023-10-02,79886.5803207885,58501.62096655941,99587.24990298123,Total,Forecast
2023-10-03,74008.74577473874,54614.773224170014,94015.90107331552,Total,Forecast
2023-10-04,78483.94666239398,58547.40560223431,98127.7574314963,Total,Forecast
2023-10-05,78704.73332180403,60451.421469207984,98926.29171828416,Total,Forecast
2023-10-06,76611.20081543828,57731.30367838705,96430.19013259513,Total,Forecast
2023-10-07,76763.54813648455,53836.8220685387,96647.73285264407,Total,Forecast
2023-10-08,76899.06281453208,57446.460838670275,98018.73325376681,Total,Forecast
2023-10-09,79900.64795866329,58821.59165439841,99428.86060084838,Total,Forecast
2023-10-10,74021.77802671716,55566.04397245837,96009.16108308267,Total,Forecast
2023-10-11,78497.76660797093,57604.93619802023,98300.02899438822,Total,Forecast
2023-10-12,78718.59179626765,58006.33194075812,99540.48359809046,Total,Forecast
2023-10-13,76624.69031753518,57644.6446422696,96051.28907807915,Total,Forecast
2023-10-14,76777.0641235091,56136.52968449178,96682.4033117071,Total,Forecast
2023-10-15,76912.6023214813,56571.45065231763,96654.1515850807,Total,Forecast
2023-10-16,79914.71559652762,59997.86202725065,100119.56681109656,Total,Forecast
2023-10-17,74034.81027868652,55415.40761105059,94266.22565264971,Total,Forecast
2023-10-18,78511.58655356648,57047.54584981511,99977.7844046736,Total,Forecast
2023-10-19,78732.4502707572,58487.30708811854,98426.30805265304,Total,Forecast
2023-10-20,76638.17981963219,55157.64599025443,97903.27905687448,Total,Forecast
2023-10-21,76790.58011055514,57589.84983717617,97795.37505755702,Total,Forecast
2023-10-22,76926.1418284173,57469.48804038635,98217.90011495512,Total,Forecast
2023-10-23,79928.7832343919,58999.35939195088,99104.62707324533,Total,Forecast
2023-10-24,74047.84253066404,53497.56619165316,95379.17820516607,Total,Forecast
2023-10-25,78525.40649916201,59274.46193404427,98738.31501124798,Total,Forecast
2023-10-26,78746.30874522077,57747.217985870164,97234.47145124196,Total,Forecast
2023-10-27,76651.66932171649,53660.02225137167,97084.01105383868,Total,Forecast
2023-10-28,76804.09609757968,56626.35982531349,96248.82556005135,Total,Forecast
2023-10-29,76939.6813353665,55802.97792543345,97610.39230294165,Total,Forecast
2023-10-30,79942.85087225623,57218.15187041441,101238.19594769411,Total,Forecast
2023-10-31,74060.87478263341,52838.68146818161,94600.7537502608,Total,Forecast
2023-11-01,78539.22644473895,57813.63095234036,98741.9658240338,Total,Forecast
2023-11-02,78760.16721970885,58322.442525422724,99057.60732613262,Total,Forecast
2023-11-03,76665.15882380077,56575.462217806074,97513.209391748,Total,Forecast
2023-11-04,76817.61208460877,55853.21686406482,97656.89092913653,Total,Forecast
2023-11-05,76953.22084229361,55871.800460244674,96968.79215544244,Total,Forecast
2023-11-06,79956.9185101194,61279.664951143226,102198.05323245752,Total,Forecast
2023-11-07,74073.9070346073,54108.47865832368,93825.4826576281,Total,Forecast
2023-11-08,78553.0463903345,57722.84761167037,97483.507426211,Total,Forecast
2023-11-09,78774.02569417394,59330.28308974446,98056.91399382571,Total,Forecast
2023-11-10,76678.64832588503,56610.494560909785,96931.39176694406,Total,Forecast
2023-11-11,76831.12807163331,57448.57167282911,95655.27202581787,Total,Forecast
2023-11-12,76966.76034924282,56007.30442128193,97118.38197415226,Total,Forecast
2023-11-13,79970.98614798485,60210.71530105753,100092.68478091982,Total,Forecast
2023-11-14,74086.93928658118,53035.45499447826,93570.19002864002,Total,Forecast
2023-11-15,78566.8663359076,58525.3079138435,97747.29809839223,Total,Forecast
2023-11-16,78787.88416864976,57543.64668335995,99551.7838227731,Total,Forecast
2023-11-17,76692.1378279821,56634.892510716614,98272.4682033774,Total,Forecast
2023-11-18,76844.64405866864,58020.55782825918,96932.41176063787,Total,Forecast
2023-11-19,76980.29985619204,56854.98975724665,97835.4818707255,Total,Forecast
2023-11-20,79985.05378585847,60056.511353978385,100875.76620413174,Total,Forecast
2023-11-21,74099.9715385551,54765.64046479669,93881.52197758948,Total,Forecast
2023-11-22,78580.68628149385,59037.1052783724,99148.90693753425,Total,Forecast
2023-11-23,78801.74264311332,58496.647240527614,98088.57138841177,Total,Forecast
2023-11-24,76705.62733005361,57394.99233329494,97054.98068457296,Total,Forecast
2023-11-25,76858.16004570392,56924.41931913094,96587.52799286759,Total,Forecast
2023-11-26,76993.839363128,56307.53302186184,97916.60688510691,Total,Forecast
2023-11-27,79999.1214237228,59187.7823351561,100761.58186352396,Total,Forecast
2023-11-28,74113.00379052445,54019.85405149694,94357.80672613402,Total,Forecast
2023-11-29,78594.50622708007,58760.54462024852,99421.0172694578,Total,Forecast
2023-11-30,78815.60111757691,58562.81464608758,100869.18435983287,Total,Forecast
2023-12-01,76719.11683216327,56307.83267114967,96547.60400944049,Total,Forecast
2023-12-02,76871.67603274375,57262.47837052554,97431.52942998512,Total,Forecast
2023-12-03,77007.37887007723,56632.09663965777,95907.62115993035,Total,Forecast
2023-12-04,80013.18906158593,60120.62961248513,99472.66961139489,Total,Forecast
2023-12-05,74126.03604250286,53228.8067920949,96176.5070103116,Total,Forecast
2023-12-06,78608.32617265318,56864.899718718894,98971.25060001308,Total,Forecast
2023-12-07,78829.45959206499,58028.73228871955,100418.55598536933,Total,Forecast
2023-12-08,76732.60633424754,56037.26698083538,96915.40959035557,Total,Forecast
2023-12-09,76885.19201976832,57951.83922021872,96865.1570586989,Total,Forecast
2023-12-10,77020.91837701983,53354.903295691685,97746.3585380018,Total,Forecast
2023-12-11,80027.2566994491,58693.63729019158,100594.1380681741,Total,Forecast
2023-12-12,74139.06829447586,54289.21935314559,93787.73295017294,Total,Forecast
2023-12-13,78622.14611823943,58258.0059072218,100167.96531390844,Total,Forecast
2023-12-14,78843.31806652856,58292.61378067089,98816.23497451605,Total,Forecast
2023-12-15,76746.0958363446,58091.07284378972,96731.63658930601,Total,Forecast
2023-12-16,76898.7080068036,56759.473153026505,96717.56908781845,Total,Forecast
2023-12-17,77034.45788395354,56505.66550777393,96664.86098014093,Total,Forecast
2023-12-18,80041.32433731458,61132.38166303287,99517.70108799437,Total,Forecast
2023-12-19,74152.10054645428,54096.915345578374,94929.19993177109,Total,Forecast
2023-12-20,78635.96606383496,56764.611445052695,98796.92039187934,Total,Forecast
2023-12-21,78857.17654100439,57941.097262621006,99525.03653815796,Total,Forecast
2023-12-22,76759.58533844164,55869.36460505273,96459.83712817747,Total,Forecast
2023-12-23,76912.22399382813,57574.832833738044,98694.05108955967,Total,Forecast
2023-12-24,77047.99739089614,56989.84307808457,97040.74540278666,Total,Forecast
2023-12-25,80055.39197517773,60077.428908374575,101782.00665134206,Total,Forecast
2023-12-26,74165.13279842364,53913.66512538976,94490.23890700503,Total,Forecast
2023-12-27,78649.78600942122,58587.9942204462,97643.6507664983,Total,Forecast
2023-12-28,78871.03501548173,57325.51218261192,99647.85387884529,Total,Forecast
2023-12-29,76773.07484051315,56491.91535624003,97316.96587783308,Total,Forecast
2023-01-01,44307.3652366426,24623.654749050176,62717.93555171797,Travel,Actual
2023-01-02,46592.144560834444,27527.176435846493,64946.36167776532,Travel,Actual
